"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	60	38232	156.9	119.8	202.0	20.3	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	10	14090	Unreliable	34.0	130.5	22.4	0.0%
	"Alabama"	"01"	"2002"	"2002"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	17	139404	Unreliable	7.1	19.5	3.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	11	117297	Unreliable	4.7	16.8	2.8	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	30	99891	30.0	20.3	42.9	5.5	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	16	63518	Unreliable	14.4	40.9	6.3	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	51	38054	134.0	99.8	176.2	18.8	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	22	14261	154.3	96.7	233.6	32.9	0.0%
	"Alabama"	"01"	"2003"	"2003"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	15	140055	Unreliable	6.0	17.7	2.8	0.0%
	"Alabama"	"01"	"2003"	"2003"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	14	118678	Unreliable	6.4	19.8	3.2	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	21	101121	20.8	12.9	31.7	4.5	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	24	65000	36.9	23.7	54.9	7.5	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	15	9671	Unreliable	86.8	255.8	40.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	53	37711	140.5	105.3	183.8	19.3	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	13	14522	Unreliable	47.7	153.1	24.8	0.0%
	"Alabama"	"01"	"2004"	"2004"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	16	141161	Unreliable	6.5	18.4	2.8	0.0%
	"Alabama"	"01"	"2004"	"2004"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	17	120022	Unreliable	8.3	22.7	3.4	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	22	24033	91.5	57.4	138.6	19.5	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	22	101199	21.7	13.6	32.9	4.6	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	20	65897	30.4	18.5	46.9	6.8	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	10	9482	Unreliable	50.6	194.0	33.4	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	36	37560	95.8	67.1	132.7	16.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	12	14838	Unreliable	41.8	141.3	23.3	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	21	101139	20.8	12.9	31.7	4.5	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	10	66956	Unreliable	7.2	27.5	4.7	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	24	38486	62.4	40.0	92.8	12.7	0.0%
	"Alabama"	"01"	"2006"	"2006"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	10	145122	Unreliable	3.3	12.7	2.2	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	17	101678	Unreliable	9.7	26.8	4.1	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	11	68242	Unreliable	8.0	28.8	4.9	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	29	39379	73.6	49.3	105.8	13.7	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	20	101208	19.8	12.1	30.5	4.4	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	21	40269	52.1	32.3	79.7	11.4	0.0%
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	29	101312	28.6	19.2	41.1	5.3	0.0%
	"Alabama"	"01"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	21	40768	51.5	31.9	78.7	11.2	0.0%
	"Alabama"	"01"	"2009"	"2009"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	13	100823	Unreliable	6.9	22.0	3.6	0.0%
	"Alabama"	"01"	"2009"	"2009"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	10	71408	Unreliable	6.7	25.8	4.4	0.0%
	"Alabama"	"01"	"2009"	"2009"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	19	41754	Unreliable	27.4	71.1	10.4	0.0%
	"Alabama"	"01"	"2010"	"2010"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	16	101523	Unreliable	9.0	25.6	3.9	0.0%
	"Alabama"	"01"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	16	42270	Unreliable	21.6	61.5	9.5	0.0%
	"Alabama"	"01"	"2011"	"2011"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	12	101996	Unreliable	6.1	20.6	3.4	0.0%
	"Alabama"	"01"	"2011"	"2011"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	15	73913	Unreliable	11.4	33.5	5.2	0.0%
	"Alabama"	"01"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	24	43330	55.4	35.5	82.4	11.3	0.0%
	"Alabama"	"01"	"2012"	"2012"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	12	172764	Unreliable	3.6	12.1	2.0	0.0%
	"Alabama"	"01"	"2012"	"2012"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	17	102431	Unreliable	9.7	26.6	4.0	0.0%
	"Alabama"	"01"	"2012"	"2012"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	15	75196	Unreliable	11.2	32.9	5.2	0.0%
	"Alabama"	"01"	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	20	44106	45.3	27.7	70.0	10.1	0.0%
	"Alabama"	"01"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	11	20693	Unreliable	26.5	95.1	16.0	0.0%
	"Alabama"	"01"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	11	178444	Unreliable	3.1	11.0	1.9	0.0%
	"Alabama"	"01"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	18	157459	Unreliable	6.8	18.1	2.7	0.0%
	"Alabama"	"01"	"2013"	"2013"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	30	103778	28.9	19.5	41.3	5.3	0.0%
	"Alabama"	"01"	"2013"	"2013"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	12	76928	Unreliable	8.1	27.2	4.5	0.0%
	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	23	44720	51.4	32.6	77.2	10.7	0.0%
	"Alabama"	"01"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	13	184237	Unreliable	3.8	12.1	2.0	0.0%
	"Alabama"	"01"	"2014"	"2014"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	19	105370	Unreliable	10.9	28.2	4.1	0.0%
	"Alabama"	"01"	"2014"	"2014"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	14	78835	Unreliable	9.7	29.8	4.7	0.0%
	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	29	45314	64.0	42.9	91.9	11.9	0.0%
	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	11	22320	Unreliable	24.6	88.2	14.9	0.0%
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	13	189090	Unreliable	3.7	11.8	1.9	0.0%
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	16	167036	Unreliable	5.5	15.6	2.4	0.0%
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	25	106578	23.5	15.2	34.6	4.7	0.0%
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	13	80210	Unreliable	8.6	27.7	4.5	0.0%
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	33	45942	71.8	49.4	100.9	12.5	0.0%
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	23	23066	99.7	63.2	149.6	20.8	0.0%
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	18	229451	Unreliable	4.6	12.4	1.8	0.0%
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	17	193646	Unreliable	5.1	14.1	2.1	0.0%
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	15	40472	Unreliable	20.7	61.1	9.6	0.0%
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	17	170844	Unreliable	5.8	15.9	2.4	0.0%
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	16	25146	Unreliable	36.4	103.3	15.9	0.0%
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	41	108196	37.9	27.2	51.4	5.9	0.0%
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	31	82072	37.8	25.7	53.6	6.8	0.0%
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	17	11497	Unreliable	86.1	236.7	35.9	0.0%
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	66	46462	142.1	109.9	180.7	17.5	0.0%
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	29	23668	122.5	82.1	176.0	22.8	0.0%
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	12	72583	Unreliable	8.5	28.9	4.8	0.0%
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	20	231039	8.7	5.3	13.4	1.9	0.0%
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	11	55462	Unreliable	9.9	35.5	6.0	0.0%
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	22	197546	11.1	7.0	16.9	2.4	0.0%
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	14	42523	Unreliable	18.0	55.2	8.8	0.0%
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	26	174196	14.9	9.7	21.9	2.9	0.0%
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	21	25654	81.9	50.7	125.1	17.9	0.0%
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	64	110159	58.1	44.7	74.2	7.3	0.0%
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	12	15785	Unreliable	39.3	132.8	21.9	0.0%
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	45	83785	53.7	39.2	71.9	8.0	0.0%
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	29	11587	250.3	167.6	359.4	46.5	0.0%
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	111	46879	236.8	192.7	280.8	22.5	0.0%
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	33	24317	135.7	93.4	190.6	23.6	0.0%
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	10	91656	Unreliable	5.2	20.1	3.5	0.0%
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	19	244879	Unreliable	4.7	12.1	1.8	0.0%
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	17	232532	Unreliable	4.3	11.7	1.8	0.0%
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	18	58533	Unreliable	18.2	48.6	7.2	0.0%
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	43	200050	21.5	15.6	29.0	3.3	0.0%
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	15	44638	Unreliable	18.8	55.4	8.7	0.0%
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	39	176282	22.1	15.7	30.2	3.5	0.0%
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	22	26514	83.0	52.0	125.6	17.7	0.0%
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	75	115041	65.2	51.3	81.7	7.5	0.0%
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	22	16529	133.1	83.4	201.5	28.4	0.0%
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	56	88065	63.6	48.0	82.6	8.5	0.0%
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	25	11744	212.9	137.8	314.2	42.6	0.0%
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	106	47367	223.8	181.2	266.4	21.7	0.0%
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	11	4685	Unreliable	117.2	420.1	70.8	0.0%
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	48	25109	191.2	141.0	253.5	27.6	0.0%
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	13	219737	Unreliable	3.2	10.1	1.6	0.0%
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	12	245639	Unreliable	2.5	8.5	1.4	0.0%
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	13	73132	Unreliable	9.5	30.4	4.9	0.0%
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	14	233476	Unreliable	3.3	10.1	1.6	0.0%
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	21	61965	33.9	21.0	51.8	7.4	0.0%
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	37	204028	18.1	12.8	25.0	3.0	0.0%
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	22	46773	47.0	29.5	71.2	10.0	0.0%
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	49	179981	27.2	20.1	36.0	3.9	0.0%
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	30	27491	109.1	73.6	155.8	19.9	0.0%
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	89	118095	75.4	60.5	92.7	8.0	0.0%
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	17	17233	Unreliable	57.5	157.9	23.9	0.0%
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	71	90536	78.4	61.2	98.9	9.3	0.0%
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	45	11827	380.5	277.5	509.1	56.7	0.0%
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	109	47719	228.4	185.5	271.3	21.9	0.0%
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	10	4795	Unreliable	100.0	383.5	65.9	0.0%
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	53	26136	202.8	151.9	265.2	27.9	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	11	91764	Unreliable	6.0	21.4	3.6	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	18	245199	Unreliable	4.4	11.6	1.7	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	13	73007	Unreliable	9.5	30.4	4.9	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	21	233551	9.0	5.6	13.7	2.0	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	13	65366	Unreliable	10.6	34.0	5.5	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	44	209790	21.0	15.2	28.2	3.2	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	27	49114	55.0	36.2	80.0	10.6	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	41	184302	22.2	16.0	30.2	3.5	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	35	28215	124.0	86.4	172.5	21.0	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	85	120788	70.4	56.2	87.0	7.6	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	20	17912	111.7	68.2	172.4	25.0	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	91	92941	97.9	78.8	120.2	10.3	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	28	11928	234.7	156.0	339.3	44.4	0.0%
	"Alabama"	"01"	"2020 "	"2020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	128	48249	265.3	219.3	311.2	23.4	0.1%
	"Alabama"	"01"	"2020 "	"2020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	48	26613	180.4	133.0	239.1	26.0	0.0%
	"Arizona"	"04"	"1999"	"1999"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	17	181112	Unreliable	5.5	15.0	2.3	0.0%
	"Arizona"	"04"	"1999"	"1999"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	12	162063	Unreliable	3.8	12.9	2.1	0.0%
	"Arizona"	"04"	"1999"	"1999"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	34	126228	26.9	18.7	37.6	4.6	0.0%
	"Arizona"	"04"	"1999"	"1999"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	36	96385	37.4	26.2	51.7	6.2	0.0%
	"Arizona"	"04"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	48	42259	113.6	83.7	150.6	16.4	0.0%
	"Arizona"	"04"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	28	21135	132.5	88.0	191.5	25.0	0.0%
	"Arizona"	"04"	"2000"	"2000"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	10	162913	Unreliable	2.9	11.3	1.9	0.0%
	"Arizona"	"04"	"2000"	"2000"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	27	128699	21.0	13.8	30.5	4.0	0.0%
	"Arizona"	"04"	"2000"	"2000"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	24	97926	24.5	15.7	36.5	5.0	0.0%
	"Arizona"	"04"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	35	43634	80.2	55.9	111.6	13.6	0.0%
	"Arizona"	"04"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	17	21971	Unreliable	45.1	123.9	18.8	0.0%
	"Arizona"	"04"	"2001"	"2001"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	10	182472	Unreliable	2.6	10.1	1.7	0.0%
	"Arizona"	"04"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	19	132125	Unreliable	8.7	22.5	3.3	0.0%
	"Arizona"	"04"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	20	101776	19.7	12.0	30.3	4.4	0.0%
	"Arizona"	"04"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	24	45050	53.3	34.1	79.3	10.9	0.0%
