"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	64	4100	1561.0	1202.1	1993.3	195.1	0.0%
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	221	13808	1600.5	1389.5	1811.5	107.7	0.0%
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	208	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	256	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	104	23660	439.6	355.1	524.0	43.1	0.0%
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	390	99407	392.3	353.4	431.3	19.9	0.0%
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	157	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	137	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	82	12708	645.3	513.2	800.9	71.3	0.0%
	"Alabama"	"01"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	419	62100	674.7	610.1	739.3	33.0	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed	77	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	53	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	119	10521	1131.1	927.8	1334.3	103.7	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	480	38232	1255.5	1143.2	1367.8	57.3	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	34	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	42	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	58	3887	1492.2	1133.1	1929.0	195.9	0.0%
	"Alabama"	"01"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	204	14090	1447.8	1249.2	1646.5	101.4	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed	230	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	281	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	99	23786	416.2	338.3	506.7	41.8	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	372	99891	372.4	334.6	410.3	19.3	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	173	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	163	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	91	12680	717.7	577.8	881.1	75.2	0.0%
	"Alabama"	"01"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	357	63518	562.0	503.7	620.3	29.7	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	73	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	62	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	133	10191	1305.1	1083.3	1526.9	113.2	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	462	38054	1214.1	1103.4	1324.8	56.5	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	34	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	41	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	47	3708	1267.5	931.3	1685.5	184.9	0.0%
	"Alabama"	"01"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	203	14261	1423.5	1227.6	1619.3	99.9	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	237	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	323	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	82	24165	339.3	269.9	421.2	37.5	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	349	101121	345.1	308.9	381.3	18.5	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed	191	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	181	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	86	12620	681.5	545.1	841.6	73.5	0.0%
	"Alabama"	"01"	"2003"	"2003"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	363	65000	558.5	501.0	615.9	29.3	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed	80	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	63	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	109	9671	1127.1	915.5	1338.7	108.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	403	37711	1068.7	964.3	1173.0	53.2	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	37	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	45	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	62	3438	1803.4	1382.6	2311.8	229.0	0.0%
	"Alabama"	"01"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	193	14522	1329.0	1141.5	1516.5	95.7	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	247	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	378	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	87	24033	362.0	289.9	446.5	38.8	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	319	101199	315.2	280.6	349.8	17.6	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	204	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	200	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	64	12454	513.9	395.8	656.2	64.2	0.0%
	"Alabama"	"01"	"2004"	"2004"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	352	65897	534.2	478.4	590.0	28.5	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	82	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	67	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	102	9482	1075.7	867.0	1284.5	106.5	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	361	37560	961.1	862.0	1060.3	50.6	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	36	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	49	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	36	3389	1062.3	744.0	1470.6	177.0	0.0%
	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	183	14838	1233.3	1054.6	1412.0	91.2	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed	261	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	412	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	87	24079	361.3	289.4	445.7	38.7	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	314	101139	310.5	276.1	344.8	17.5	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed	213	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	209	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	62	12416	499.4	382.9	640.1	63.4	0.0%
	"Alabama"	"01"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	301	66956	449.5	398.8	500.3	25.9	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	95	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	69	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	81	9574	846.0	671.9	1051.6	94.0	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	335	38486	870.4	777.2	963.7	47.6	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	44	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	58	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	48	3467	1384.5	1020.8	1835.6	199.8	0.0%
	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	195	15597	1250.2	1074.8	1425.7	89.5	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	277	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	459	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	61	24096	253.2	193.6	325.2	32.4	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	302	101678	297.0	263.5	330.5	17.1	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	204	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	244	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	62	12554	493.9	378.6	633.1	62.7	0.0%
	"Alabama"	"01"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	284	68242	416.2	367.8	464.6	24.7	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed	100	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	86	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	71	9691	732.6	572.2	924.1	86.9	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	339	39379	860.9	769.2	952.5	46.8	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	48	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	55	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	25	3459	722.8	467.7	1066.9	144.6	0.0%
	"Alabama"	"01"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	158	16460	959.9	810.2	1109.6	76.4	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed	287	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	506	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	70	24042	291.2	227.0	367.9	34.8	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	262	101208	258.9	227.5	290.2	16.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	214	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	260	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	50	12563	398.0	295.4	524.7	56.3	0.0%
	"Alabama"	"01"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	277	69461	398.8	351.8	445.7	24.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	102	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	86	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	90	9717	926.2	744.8	1138.5	97.6	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	299	40269	742.5	658.3	826.7	42.9	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	51	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	60	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	26	3488	745.4	486.9	1092.2	146.2	0.0%
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	151	17145	880.7	740.2	1021.2	71.7	0.0%
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	308	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	538	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	85	24077	353.0	282.0	436.5	38.3	0.0%
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	270	101312	266.5	234.7	298.3	16.2	0.0%
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	241	Unreliable	0.0	0.0	0.0	0.0%
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	271	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	50	12769	391.6	290.6	516.2	55.4	0.0%
